problem_no,sub_id,stem,correct,explanation
104-25-27,1,第二種金融商品取引業は、活発な流通があまり想定されない有価証券の売買等を業として実施するもので、兼業規制等は適用されず、最低資本金規制は業態によって同一ではない。,TRUE,解説の要点：第二種金融商品取引業には兼業規制と不適格な主要株主の排除は適用されません。一方、最低資本金などの財産要件は業態ごとに異なります。
104-25-28,1,一項有価証券の新規発行に関して、勧誘先が50 名以上の場合であっても、最終的な取得者が50名未満である場合には、少人数私募に該当しうる。,FALSE,少人数私募に該当するためには、勧誘先も 50 名未満である必要になる
104-25-28,2,二項有価証券の新規発行に関して、勧誘により最終的な所有者が500名以上になる場合には募集に該当し、募集に該当する場合にはその二項有価証券の種類にかかわらず、発行額に応じて有価証券届出書や有価証券通知書の提出を要する。,FALSE,二項有価証券は、募集に当たっても、基本的に開示規制の対象にならず（金商法第 3 条第 3 号）、例外的に主として有価証券への投資を事業とする集団投資スキーム持分等だけが開示規制の対象になる
104-25-28,3,要点確認：一項有価証券を公募する場合、発行額に応じて有価証券届出書や有価証券通知書の提出を要するが、私募の場合は届出や有価証券通知書の提出は要せず、販売する者は一定の例外に当たるときを除き、届出が行われていないこと等を相手に告知する義務を負う。,TRUE,解説の要点：私募の場合、届出や有価証券通知書の提出は要しないが、届出が行われていないこと等を相手に告知する義務を負う
104-25-28,4,要点確認：主として有価証券への投資を事業とする集団投資スキーム持分等は、一項有価証券と代替的な関係にあるものの、開示規制の対象にはならない。,FALSE,有価証券への投資を事業とする集団投資スキーム持分等は、一項有価証券と代替的な関係にあることから、その内容は出資者や市場における他の投資家にとって重要になるため、例外的に開示規制の対象になる
104-25-29,1,有価証券の募集または売出しでは、すべての投資家に対し目論見書の交付が義務付けられており、相手が適格機関投資家の場合であっても交付する必要になる。,FALSE,解説の要点：適格機関投資家を相手とする場合など、一部の場合には目論見書の交付義務が免除される
104-25-29,2,目論見書に虚偽記載があった場合には、投資家に損害が生じていれば、発行者や販売業者は故意・過失の有無にかかわらず損害賠償責任を負うが、免責事由（相当な注意を使っても虚偽記載を知りえなかった等）の立証ができれば責任を免れることができる。,FALSE,目論見書に虚偽記載があった場合で、重要な虚偽記載等があるときは、発行者・販売業者が免責事由を証明できなければ損害賠償責任を負うが、故意・過失が要件になる
104-25-29,3,要点確認：契約締結前交付書面・契約締結時交付書面・取引残高報告書の交付義務は、相手が特定投資家である場合には金融商品取引業者等に課されない。,TRUE,契約締結前交付書面等の交付義務は、特定投資家を相手とする場合には金商業者等に課されないなお、金商法等改正法により、契約締結前交付書面・契約締結時交付書面・取引残高報告書は、提供する情報の内容は維持しつつ、提供手段は書面交付に限定されず多様化されている（この点は2025 年 4 月1 日施行のため試験範囲外といえる。）。
104-25-29,4,私募や私売出しの場合であっても、適格機関投資家私募や少人数私募に該当する場合には、告知事項を記した書面を投資家に交付する必要になる。,TRUE,私募・私売出しの場合でも、適格機関投資家私募や少人数私募では、一定の告知事項を記した書面の交付が必要
104-25-30,1,金融商品取引業者等が広告等を使って、不動産証券化商品の内容を告知する場合、特定投資家のみを相手とする場合を除き一定の事項の表示義務がある。また利益の見込み等に関して、著しく事実に相違し、または著しく人を誤認させる表示をすることが禁じられている。,TRUE,解説の要点：金商法第37 条、第45 条により、特定投資家のみを相手とする場合を除き広告に一定の事項の表示義務が規定されている。また、著しく事実に相違する表示の禁止が規定されている
104-25-30,2,日本証券業協会（以下、「日証協」という。）に加入する金融商品取引業者等は、一項有価証券に関わる営業に関わる広告等に関し、日証協が定める規則の適用を受け、その規則が定める禁止行為の定めに従う他、景品類の審査体制や審査基準や保管に関わる規則を整備する必要になる。,TRUE,日証協に加入する金商業者等は一項有価証券に関わる営業に関わる広告等につき、 「広告等の表示および景品類の提供に関わる規則」の適用を受ける
104-25-30,3,要点確認：金商法は、金融商品取引契約の締結や勧誘に関して顧客に虚偽を告げる行為を禁じており、これに違反した場合は刑罰の対象になる。,TRUE,金商法第 38 条 1 号により金融商品取引契約の締結や勧誘に関して顧客に虚偽を告げる行為が禁止されており、これに違反した場合、刑罰の対象になる
104-25-30,4,要点確認：金融サービス提供法は、金融商品の販売等に関し、断定的判断の提供を禁止しており、金融商品販売業者がこれに違反して投資家に損害を与えた場合、金融商品販売業者には故意過失を問わず損害賠償責任が生じ、また、元本欠損額が損害額として推定される。,TRUE,金融サービス提供法は、断定的判断の提供を禁止しており（金融サービス提供法第 5 条）、これに違反したことによる顧客の損害に関して故意過失を問わず損害賠償責任を負担するとし（同法第6 条）、このケース元本欠損額が損害の額と推定される
104-25-31,1,証券会社が、自己の親法人等または子法人等の発行する REITの投資口の引受主幹事会社になることができるのは、投資法人・主幹事会社の双方から独立した証券会社が発行価格の決定に適切に関与しているという要件を充足する場合に限られる。,FALSE,証券会社が、親法人等または子法人等の発行する有価証券の引受主幹事会社になることは規制があるが、REIT の投資口の場合、投資法人・主幹事会社の双方から独立した証券会社が発行価格の決定に適切に関与している場合のほか、6 ヶ月以上上場している J-REIT で売買金額や時価総額等が所定の水準に達している場合も、引受主幹事会社になることができる
104-25-31,2,投資法人と執行役員との間の利益相反取引は、その投資法人の投資主の 3分の2以上の同意があれば実施可能になる。,FALSE,投資法人で、その投資法人の役員との間で利益相反取引を実施する場合は、投資主の3 分の2 の同意では足りず、全投資主の同意がなければ基本的に不可とされる
104-25-31,3,資産運用会社が自ら運用するファンド間での取引は、基本的に禁じられているが、その取引を実施することが必要かつ合理的と認められる場合で、不動産鑑定士による鑑定評価を踏まえて調査した価格で不動産売買を実施するときは、禁止が解除される。,TRUE,この理解で合っています。資産運用会社が自ら運用するファンド間での取引は、基本的に禁じられているが、その取引を実施することが必要かつ合理的と認められる場合で、不動産鑑定士による鑑定評価を踏まえて調査した価格で不動産売買を実施するときは、禁止が解除される。
104-25-31,4,要点確認：投資法人がその資産運用会社の利害関係人等との間で取引をする場合は、軽微なものであっても、役員会の承認を経た投資法人の同意を要する。,FALSE,解説の要点：投資法人とその資産運用会社の利害関係人等との取引は、資産に及ぼす影響が軽微なものを除き、役員会の承認を経た投資法人の同意を要する
104-25-32,1,金商法はJ-REITの投資口に関してもインサイダー取引を規制しており、J-REIT の根本的性質を左右する事項の他、投資口の発行・自己投資口の取得・業績変動・物件売買その他が、重要事実として規制の対象になるが、公開買付け等の実施・中止に関わる事実は規制の対象とはならない。,FALSE,金商法は J-REIT の投資口に関してもインサイダー取引を規制しており、J-REIT の根本的性質を左右する事項（資産運用委託契約の締結・解約、投資法人の合併、資産運用会社の業務停止・組織再編等々）の他、公開買付け等の実施・中止に関わる事実も規制の対象になる。
104-25-32,2,東京証券取引所は、上場会社等に重要な情報の適時開示 （決定または発生し次第、開示すること）を求めており、対象になる情報の範囲は通常は金商法のインサイダー取引規制における重要事実より広い。,TRUE,この理解で合っています。東京証券取引所は、上場会社等に重要な情報の適時開示 （決定または発生し次第、開示すること）を求めており、対象になる情報の範囲は通常は金商法のインサイダー取引規制における重要事実より広い。
104-25-32,3,資産運用会社は、上場会社等 （J-REITを含む）に関わる未公表の重要情報で、投資者の投資判断に影響を及ぼすと認められるものに関し、不公正な取引の防止を図るために必要かつ適切な措置を講じる必要があり、その措置の内容としては、 例えば役職員数や扱う業務の範囲等により、部署を分ける等が考えることができる。,TRUE,この理解で合っています。資産運用会社は、上場会社等 （J-REITを含む）に関わる未公表の重要情報で、投資者の投資判断に影響を及ぼすと認められるものに関し、不公正な取引の防止を図るために必要かつ適切な措置を講じる必要があり、その措置の内容としては、 例えば役職員数や扱う業務の範囲等により、部署を分ける等が考えることができる。
104-25-32,4,要点確認：投資法人の増資は、増資の金額が1億円未満であっても基本的に金商法上のインサイダー取引規制上の重要事実に該当する。,FALSE,解説の要点：投資法人の増資は、1 億円未満ならば基本的にインサイダー取引規制上の重要事実にならない
104-25-33,1,投資法人が実施する不動産取引のうち、利益相反の要素を含む取引の種類としては、売買または賃貸借の2種類に分類される。,FALSE,解説の要点：売買や賃貸借以外にも、媒介取引や管理委託取引等のケースでも利益相反は発生し得る
104-25-33,2,J-REITでは、不動産ファンドにあたる投資法人の資産運用を、投資法人の子会社である資産運用会社が実施する内部運用型の体系がとられているため、利益相反取引の扱いが問題になる。,FALSE,J-REIT では、投資法人が別法人（スポンサー会社の子会社等）である資産運用会社へ資産運用を委託する外部運用型の体系がとられているため、利益相反取引の扱いが問題になる
104-25-33,3,上場投資法人の投資口（投資証券）に関わるインサイダー取引の法規制は、投資信託および投資法人に関わる法律（いわゆる投信法）を根拠に課せられる。,FALSE,インサイダー取引の法規制は、金融商品取引法（旧証券取引法）を根拠とするものといえる。2014年施行の改正法により、上場投資法人の投資口に関してもインサイダー取引規制の対象に含まれることとなった
104-25-33,4,要点確認：日本におけるJ-REITの発足当初は、上場投資法人の投資口（投資証券）の売買取引は、インサイダー取引の法規制の適用対象外とされていた。,TRUE,この理解で合っています。日本におけるJ-REITの発足当初は、上場投資法人の投資口（投資証券）の売買取引は、インサイダー取引の法規制の適用対象外とされていた。
104-25-34,1,上場投資法人とその資産運用会社の利害関係人等との間で、不動産の売買取引が実施される場合、基本的にあらかじめ投資法人の同意を得る必要になる。,TRUE,この理解で合っています。上場投資法人とその資産運用会社の利害関係人等との間で、不動産の売買取引が実施される場合、基本的にあらかじめ投資法人の同意を得る必要になる。
104-25-34,2,上場投資法人とその資産運用会社の利害関係人等との間で、不動産の売買取引が行われた場合、取引に関わる事項を記載した書面（取引報告書面）を、遅滞なく投資法人に交付する必要になる。,TRUE,この理解で合っています。上場投資法人とその資産運用会社の利害関係人等との間で、不動産の売買取引が行われた場合、取引に関わる事項を記載した書面（取引報告書面）を、遅滞なく投資法人に交付する必要になる。
104-25-34,3,上場投資法人Aが、他の投資法人からの吸収合併により消滅法人になることを決定した場合、その事実が公表されるまでは、その事実を知った上場投資法人Aの会社関係者による、上場投資法人Aの投資口の売買取引が禁止される。,TRUE,この理解で合っています。上場投資法人Aが、他の投資法人からの吸収合併により消滅法人になることを決定した場合、その事実が公表されるまでは、その事実を知った上場投資法人Aの会社関係者による、上場投資法人Aの投資口の売買取引が禁止される。
104-25-34,4,上場投資法人の会社関係者である個人が、インサイダー取引の法規制に違反する投資口の売買取引を実施した場合、その罰則として科せられるのは、違反して得た財産の没収および追徴と、罰金刑といえる。,FALSE,インサイダー取引規制に違反した場合の罰則としては、財産の没収および追徴や罰金刑のみならず、懲役刑も科され得る※なおテキストの法令基準時点では刑として存在していた懲役および禁錮は、 令和7 年6 月から廃止され新たな刑として拘禁刑が創設されている。
104-25-35,1,譲渡人が譲渡不動産の対価として特別目的会社の発行する証券等を持っている場合でも、譲渡人のリスク負担割合が概ね10%の範囲内であれば、リスクと経済価値のほとんどすべてが他の者に移転しているものとして取り扱われる。,FALSE,リスク負担割合、つまり流動化する不動産の譲渡時の適正な価額（時価）に対するリスク負担の金額の割合が概ね 5%の範囲内であれば、リスクと経済価値のほとんどすべてが他の者に移転しているものとして取り扱う
104-25-35,2,譲渡人がセール・アンド・リースバック取引により、継続的に譲渡不動産を使用している場合には継続的関与があると判定されるが、そのリースバック取引がオペレーティング・リース取引であって、譲渡人 （借手）が適正な賃借料を支払うこととなっているときには、売却処理が認められる。,TRUE,リースバック取引がオペレーティング・リース取引であって、譲渡人（借手）が適正な賃借料を支払うこととなっているときは、その限りで売却処理が認められることとなっている
104-25-35,3,追加出資の可能性がある場合や他の名目でありながら実質的に追加負担になるリスクに該当する場合には、その追加出資や追加負担リスクを加味してリスク負担割合を算定する。,TRUE,追加出資の可能性がある場合や他の名目でありながら実質的に追加負担になるリスクに該当する場合には、その追加出資や追加負担リスクを加味してリスク負担割合を算定した上で不動産流動化実務指針の許容範囲内か否かを判断する
104-25-35,4,「特別目的会社を活用した不動産の流動化に関わる譲渡人の会計処理に関わる実務指針」で例示されている継続的関与の一例として、 「譲受人である特別目的会社が譲渡人に対して売戻しの権利を保有している場合」がある。,TRUE,解説の要点：継続的関与の例として 9 つの項目が挙げられており、 「譲受人である特別目的会社が譲渡人に対して売戻しの権利を保有している場合」もその一つである
104-25-36,1,企業Aが自己の計算で他の企業の議決権の過半数を所有している場合、企業 Aはその他の企業を支配していると判断できる。,TRUE,この理解で合っています。企業Aが自己の計算で他の企業の議決権の過半数を所有している場合、企業 Aはその他の企業を支配していると判断できる。
104-25-36,2,企業Bが自己の計算で他の企業の議決権の41%を所有している場合に、企業Bがその他の企業の資金調達額の総額の過半に関して融資を実施しているときは、企業Bはその他の企業を支配していると判断できる。,TRUE,この理解で合っています。企業Bが自己の計算で他の企業の議決権の41%を所有している場合に、企業Bがその他の企業の資金調達額の総額の過半に関して融資を実施しているときは、企業Bはその他の企業を支配していると判断できる。
104-25-36,3,企業Cが自己の計算で所有している議決権と、自己と緊密な関係がある者および自己の意思と同一の内容の議決権を行使することに同意している者が所有している議決権とを合わせて他の企業の議決権の過半数を占めている場合に、企業Cがその他の企業の重要な財務および営業または事業の方針の決定を支配する契約等が存在するときは、企業Cはその他の企業を支配していると判断できる。,TRUE,この理解で合っています。企業Cが自己の計算で所有している議決権と、自己と緊密な関係がある者および自己の意思と同一の内容の議決権を行使することに同意している者が所有している議決権とを合わせて他の企業の議決権の過半数を占めている場合に、企業Cがその他の企業の重要な財務および営業または事業の方針の決定を支配する契約等が存在するときは、企業Cはその他の企業を支配していると判断できる。
104-25-36,4,資産流動化型ヴィークルである特定目的会社を連結財務諸表作成の対象になる子会社の範囲に含めるかどうかの判断に際しては、持株基準を適用して判定する。,FALSE,特定目的会社に関しても持株基準ではなく実質支配基準をもとに判定する
104-25-37,1,「連結財務諸表に関わる会計基準」では、株式会社における議決権を想定していることから、意思決定を実施する出資者が業務執行の決定も直接実施している投資事業組合は、子会社または関連会社の範囲に含まれることはないとしている。,FALSE,基本的には業務執行の権限を使うことによって支配力、影響力を判断する
104-25-37,2,「連結財務諸表に関わる会計基準」第7-2項で、特別目的会社は、一定の要件を満たすときは、その特別目的会社に資産を譲渡した企業から独立しているものと認め、その特別目的会社に資産を譲渡した企業の子会社に該当しないものと推定することとされている。,TRUE,基本的に連結財務諸表に関わる会計基準第7 項により実質支配基準によるが、資産流動化ヴィークルは、連結会計基準第7-2 項で、資産を譲渡した企業に関してのみ、子会社に該当しないものと推定することとしている
104-25-37,3,「一定の特別目的会社に関わる開示に関わる適用指針」では、特別目的会社を①子会社に該当するものとされている特別目的会社、②「連結財務諸表に関わる会計基準」7-2項で子会社に該当しないものと推定された特別目的会社、③ 「連結財務諸表に関わる会計基準」7-2項によらず子会社に該当しない特別目的会社に区分しているが、このうち ③を「開示対象特別目的会社」という。,FALSE,開示対象特別目的会社は、連結財務諸表に関わる会計基準7-2項により子会社に該当しないものと推定された②の特別目的会社です。
104-25-37,4,開示対象特別目的会社の概要および開示対象特別目的会社を利用した取引の概要、開示対象特別目的会社との取引金額等は、連結財務諸表に注記する必要になる。ただし、重要性が乏しいものは注記を省略できる。,TRUE,解説の要点：重要性が乏しいものを除き、いずれも連結財務諸表への注記が必要とされている
104-25-38,1,固定資産の減損損失の計上を実施する際は、①固定資産のグルーピング、②減損の兆候の把握、③減損の認識の判定、④減損損失の測定、の順番でステップを踏んだ上で、⑤減損損失を損益計算書に計上する。,TRUE,解説の要点：問題文にもある通り正しいステップの順番は、①固定資産のグルーピング、②減損の兆候の把握、③減損の認識の判定、④減損損失の測定、⑤減損損失を損益計算書に計上である
104-25-38,2,"減損対象になる資産の帳簿価額が 10,000、使用価値が 4,000、正味売却価額が 4,700 のとき、計上される減損損失の額は6,000 といえる。",FALSE,"解説の要点：問題文のケースでは回収可能価額は4,700 であり、帳簿価額と回収可能価額との差額5,300を減損損失として計上する"
104-25-38,3,減損損失の計上に際しては、独立したキャッシュ・フローを生み出す最小単位ごとに判断されるため、必ず個々の資産ごとに減損損失の計上の要否を判断する必要になる。,FALSE,解説の要点：概ね独立したキャッシュ・フローを生み出す最小単位でグルーピングしなければならず、個々の資産ごとに減損計上の要否を判断するわけではない
104-25-38,4,減損会計により固定資産の減損損失を計上した場合に、その固定資産の価値が翌期以降に回復した場合には、減損損失の戻入益を計上して固定資産の帳簿価額を回復させなければならない。,FALSE,減損会計に関しては「帳簿切離し方式」によるものとされ「洗替え方式」は採用しない。したがって、一度減損会計により減損損失を計上した場合には、たとえその固定資産の収益性が翌期以降に回復したとしても、評価益の計上は認められていない
104-25-39,1,要点確認：売買目的有価証券とその他有価証券は時価、金利調整差額がある満期保有目的債券は償却原価法により貸借対照表価額を算定する。,TRUE,売買目的有価証券の評価差額は当期損益、その他有価証券の評価差額は基本的に純資産に計上します。満期保有目的債券の金利調整差額には償却原価法を用います。
104-25-40,1,「資産除去債務に関わる会計基準」の適用になる固定資産は、有形固定資産のほかそれに準ずる有形の資産も含む。したがって、建設仮勘定やリース資産なども同会計基準の適用対象になる。,TRUE,建設仮勘定やリース資産、投資不動産に関しても資産除去債務が存在している場合には、資産除去債務会計基準の適用対象になる
104-25-40,2,資産除去債務の認識対象は、有形固定資産の取得、建設、開発または通常の使用によって生じ、その有形固定資産の除去に関して法令または契約で要求される法律上の義務およびそれに準ずるものをいい、このケースの義務には有形固定資産を除去する際にその有形固定資産に使用されている有害物質等を法律等の要求による特別の方法で除去する義務は対象外になる。,FALSE,資産除去債務には、有形固定資産を除去する義務のほか、有形固定資産の除去そのものは義務でなくても、有形固定資産を除去する際にその有形固定資産に使用されている有害物質等を法律等の要求による特別の方法で除去するという義務も含まれる
104-25-40,3,資産除去債務に対応する除去費用は、資産除去債務を負債として計上した時に、その負債の計上額と同額を、関連する有形固定資産の帳簿価額に加えて資産計上し、減価償却を通じて各期に費用配分する。,TRUE,解説の要点：一時の費用として計上するのではなく、減価償却を通じて有形固定資産の残存耐用年数にわたり各期に費用配分する
104-25-40,4,資産除去債務の発生時に、その債務の金額を合理的に見積ることができない場合には、これを計上せず、その債務額を合理的に見積ることができるようになった時点で負債として計上する。,TRUE,資産除去債務の発生時に、その債務の金額を合理的に見積ることができない場合には、これを計上せず、その債務額を合理的に見積ることができるようになった時点で負債として計上する
104-25-41,1,企業会計基準委員会移管指針第 10号「特別目的会社を活用した不動産の流動化に関わる譲渡人の会計処理に関わる実務指針」の適用対象になる不動産の譲渡に際しては、企業会計基準第29号「収益認識に関わる会計基準」は適用されない。,TRUE,不動産流動化実務指針の適用対象になる不動産の譲渡に際しては、収益認識会計基準は適用されない
104-25-41,2,企業会計基準委員会移管指針第 10号「特別目的会社を活用した不動産の流動化に関わる譲渡人の会計処理に関わる実務指針」によると、不動産信託受益権の譲渡に際しては、財務構成要素アプローチにより、その信託受益権を構成する財務的要素に対する支配が他に移転した場合にその移転した財務構成要素の消滅を認識し、留保される財務構成要素の存続を認識する。,FALSE,不動産信託受益権の譲渡に関しても、リスク・経済価値アプローチを根拠に会計処理を実施するとしている
104-25-41,3,企業会計基準第20号「賃貸等不動産の時価等の開示に関わる会計基準」では、賃貸等不動産を保有している場合には、期末時点の時価をもって貸借対照表価額とし、(1)賃貸等不動産の概要、(2) 賃貸等不動産の貸借対照表計上額および期中における主な変動、(3) 賃貸等不動産の当期末における時価の算定方法、(4)賃貸等不動産に関わる損益、を注記することとされている。,FALSE,賃貸等不動産に該当する場合には、期末における時価やその算定方法に関わる注記を実施するが、貸借対照表では簿価で計上する
104-25-41,4,固定資産の減価償却費の算定にあたり、法人税法等で定められている耐用年数は課税の公平性から一律に定められているものであり、会計上はそれぞれの企業の使用状況等を勘案した上で減価償却費の算定をする必要になることから、会計上の減価償却費の算定では法人税法等で定める耐用年数を使用できない。,FALSE,会計上の耐用年数は企業の使用状況等を踏まえるのが原則ですが、著しく不合理でなければ法人税法上の耐用年数を使うことも認められます。
104-25-42,1,日本ではヴィークルに共通の会計に関わる開示基準が定められている。法定ヴィークルでは法律を根拠とする開示制度があり、かつ、発行証券に関して広く投資家から投資を募集する場合等では金融商品取引法に定める開示制度の適用がある。,FALSE,ヴィークルに共通の会計に関わる開示基準は存在しない
104-25-42,2,GK-TKスキームにおける匿名組合決算報告書は、法令等で特段の様式の定めが置かれていないものの、匿名組合員に現金分配を実施する際の報告書には支払分配金の額および分配金の算出方法等を明記する必要になることとされている。,FALSE,解説の要点：匿名組合報告書の様式には法令等による特段の定めは置かれていない。現金分配報告書に関しても特段の記載事項の定めはない
104-25-42,3,特定目的会社の計算書類等の開示方法等は、特定目的会社計算規則の定めによるものとされており、資本金が1億円以下である場合などの一定の要件を満たす小規模な特定目的会社は附属明細書の作成を省略できる。,FALSE,解説の要点：小規模な特定目的会社のような例外規定は存在しない
104-25-42,4,投資法人は役員会の承認を受けた「金銭の分配に関わる計算書」を根拠に、利益を超えて金銭の分配（利益超過分配）を実施することができる。利益超過分配を実施した場合には、利益超過分配額を出資総額または出資剰余金から控除する。,TRUE,この理解で合っています。投資法人は役員会の承認を受けた「金銭の分配に関わる計算書」を根拠に、利益を超えて金銭の分配（利益超過分配）を実施することができる。利益超過分配を実施した場合には、利益超過分配額を出資総額または出資剰余金から控除します。
104-25-43,1,要点確認：人格のない社団は法人税が課されるヴィークルに分類され、任意組合はヴィークル自体に法人税が課されない。,TRUE,人格のない社団は法人税の課税対象です。任意組合は構成員課税になるため、ヴィークル自体には法人税が課されません。
104-25-44,1,信託法第258 条に規定する 「受益者の定め（受益者を定める方法の定めを含む。）のない信託」は基本的に集団投資信託になるが、委託者等受益者以外のものが「みなし受益者」に該当する場合には受益者等課税信託になる。,FALSE,信託法第 258 条に規定する「受益者の定め（受益者を定める方法の定めを含む。）のない信託」は基本的に法人課税信託に分類され、信託段階で法人税が課される
104-25-44,2,受益者等課税信託では、信託財産に関わる消費税の計算の際、その信託財産に関わる資産の譲渡等、課税仕入れおよび課税貨物の保税地域からの引取りに関わる消費税は、その受益者の資産等取引とみなして計算する。,TRUE,この理解で合っています。受益者等課税信託では、信託財産に関わる消費税の計算の際、その信託財産に関わる資産の譲渡等、課税仕入れおよび課税貨物の保税地域からの引取りに関わる消費税は、その受益者の資産等取引とみなして計算します。
104-25-44,3,受益者等課税信託で、その信託財産に帰せられる収益および費用は、その受益者等の収益および費用とみなして法人税等が課税される。,TRUE,受益者等課税信託では、その信託の受益者段階で所得が生じることとなり、信託財産に帰せられる収益および費用は、受益者等に帰属する扱いになる。法人が受益者等である場合で、その法人の課税所得の金額の計算上、受益者等である法人の収益および費用として扱われる信託財産に帰せられる収益および費用は、その信託の計算期間に関わらず、その法人の各事業年度の期間に対応する収益および費用になる
104-25-44,4,要点確認：特定受益証券発行信託、合同運用信託、証券投資信託等の集団投資信託から生ずる信託収益は、信託収益の発生段階では課税されず、その収益の計算期間の末日等、信託収益を受益者が現実に受領した時に受益者に課税される。,TRUE,集団投資信託（特定受益証券発行信託、合同運用信託、証券投資信託、国内公募等投資信託、外国投資信託）および退職年金等信託、特定公益信託等は、信託収益を受益者が現実に受領したときに、受益者に課税する
104-25-45,1,匿名組合の法人組合員は、いわゆるパス ・スルー課税であるため、組合から生じた損失のうち、自己に帰属すべき損失を全額取り込むことができ、取り込み規制は置かれていない。,FALSE,法人組合員（組合の重要な業務の執行の決定に関与し、契約を締結するための交渉等を自ら実施する組合員を除く）の組合損失は、次のように取込みが規制されている①組合債務の責任の限度が実質的に組合財産の価額とされている場合等には、その法人組合員に帰属すべき組合損失のうちその法人組合員の出資の価額として計算される金額を超える部分の金額は、損金の額に算入しない。②組合事業に関わる収益を保証する契約が締結されていること等により実質的に組合事業が欠損にならないことが明らかな場合には、その法人組合員に帰属すべき組合損失の全額を損金の額に算入しない。
104-25-45,2,居住者である個人が匿名組合員である場合に、匿名組合契約を根拠に出資をする者がその匿名組合契約を根拠とする営業者から受ける利益の分配は、匿名組合事業が不動産賃貸事業である場合に限り、不動産所得になる。,FALSE,居住者である個人である匿名組合員に分配される利益に関して、その所得区分は基本的に「雑所得」と扱うこととされ（所得税法基本通達36・37 共-21）、損失が生じた場合、他の所得と損益通算できない
104-25-45,3,法人匿名組合員における匿名組合損益分配に関わる所得の認識時点は、匿名組合契約による計算期間の末日の属する事業年度になる。,TRUE,法人匿名組合員における匿名組合損益分配に関わる所得の認識時点は、匿名組合契約による計算期間の末日の属する事業年度になる。そのため、営業者の決算日と匿名組合の計算期間末日が同日に設定されていない場合には、その時点で損益分配を実施することができず、その時点までに生じた匿名組合損益がそのまま営業者の課税所得として認識され、ヴィークル段階で法人税課税が発生してしまう。これを回避するためには、契約時または決算期変更時で、匿名組合計算期間を営業者の決算期と整合させるような手配が必要になる
104-25-45,4,匿名組合契約等を根拠とする匿名組合の分配金に関わる源泉税率は、個人の組合員は20.42%、法人の組合員は15.315%といえる。,FALSE,匿名組合契約等を根拠とする匿名組合の分配金に関わる源泉税率は、法人・個人の区分に関わらず、20.42%となっている
104-25-46,1,特定目的会社が受け取った配当等は、受取配当金の益金不算入の適用はない。また、特定目的会社が支払う配当等に関しても、法人である出資者で受取配当金の益金不算入の適用はない。,TRUE,受取配当等の益金不算入は、ヴィークルが受領する配当・支払う配当のいずれも適用がない
104-25-46,2,特定目的会社の資本金が1億円以下であったとしても、資本金 1億円以下の中小法人に認められる法人税の軽減税率は適用されない。,TRUE,特定目的会社等一定の法人は、資本金が1 億円以下の中小法人に認められる以下のような優遇規定は適用されない(ア) 法人税率の軽減税率（法人税法第 66 条第 5 項第 5 号、租税特別措置法第 42 条の 3 の 2 第 1項）(イ) 貸倒引当金の損金算入（法人税法第52 条第1 項第1 号イ）(ウ) 交際費等の定額控除限度額（年 800 万円）までの損金算入（租税特別措置法第 61 条の 4 第 2項）
104-25-46,3,特定目的会社で、欠損金の控除限度額は、導管性要件を満たす場合には、繰越控除前の所得金額の100%となっている。,TRUE,解説の要点：欠損金の控除限度額（法人税法第 57 条第 1 項）は、繰越控除前の所得金額の 50%相当額であるが、導管性要件を満たす特定目的会社等は、繰越控除前の所得金額の 100%相当額を控除できる
104-25-46,4,特定目的会社は、資本金が10億円を超えている場合のみ、法人事業税に関わる外形標準課税の適用対象になる。,FALSE,特定目的会社は、資本金の金額にかかわらず事業税は所得割のみ対象を基礎とした税率の適用（外形標準課税の不適用。地方税法第72 条の 2 第 1 項第 1 号ロ）になる
104-25-47,1,特定目的会社の導管性要件では、公募特定社債の発行価額総額は1億円以上、機関投資家等のみが保有する見込みであること、出資募集の50%超を国内で実施することなどが必要とされる。,TRUE,解説の要点：対象法人要件には、特定目的会社名簿への登載、所定の社債・優先出資要件、国内募集比率、会計期間1年以下などがあります。
104-25-48,1,減損損失により会計と税務の処理に差異が生じる場合、税務上の所得が会計上の利益を上回る場合もある。,TRUE,解説の要点：減損損失は会計上先に費用処理される一方、税務上は直ちに損金とならないため、所得超過税会不一致が生じます。
104-25-48,2,要点確認：所得超過税会不一致には、一時差異等調整積立金を利益処分に充当する。,FALSE,所得超過税会不一致で使うのは一時差異等調整引当額です。一時差異等調整積立金ではありません。
104-25-48,3,一時差異等調整引当額の分配額は、投資法人の損金算入対象になる。,TRUE,解説の要点：一時差異等調整引当額を利益処分に充当した分配は、税務上も配当等の額として損金算入できます。
104-25-48,4,要点確認：利益超過税会不一致には、一時差異等調整引当額を計上して将来の利益処分に備える。,FALSE,解説の要点：利益超過税会不一致で将来の利益処分のために留保するのは、一時差異等調整積立金です。
104-25-49,1,要点確認：法人税法上のリース判定では、中途解約不能等の要件を満たす取引を売買取引として扱い、所有権移転外リース資産はリース期間定額法で償却する。,TRUE,ファイナンスリースに該当する取引は基本的に売買処理します。所有権移転外リース資産の減価償却にはリース期間定額法を用います。
104-25-50,1,"高額特定資産とは、一の取引単位につき、課税仕入れに関わる支払対価の額（税抜）が1,000万円以上の棚卸資産または調整対象固定資産をいう。",TRUE,"高額特定資産は、一取引単位の税抜支払対価が1,000万円以上になる棚卸資産または調整対象固定資産を意味します。"
